,,,INJURIES_DIRECT,INJURIES_DIRECT,DEATHS_DIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_PROPERTY
,,,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum,count_nonzero,sum
STATE,EVENT_TYPE,YEAR,,,,,,,,
NEBRASKA,Winter Weather,2007,0,0,0,0,1,1,6,780000.0
NEBRASKA,Winter Weather,2008,0,0,0,0,0,0,7,2802560.0
NEBRASKA,Winter Weather,2009,0,0,0,0,1,1,4,2552500.0
NEBRASKA,Winter Weather,2010,0,0,0,0,6,11,26,4540030.0
NEBRASKA,Winter Weather,2011,0,0,0,0,4,5,26,56605250.0
NEBRASKA,Winter Weather,2012,0,0,0,0,0,0,7,2805250.0
NEBRASKA,Winter Weather,2013,0,0,0,0,1,4,8,580250.0
NEBRASKA,Winter Weather,2014,0,0,0,0,0,0,24,33667590.0
NEBRASKA,Winter Weather,2015,0,0,0,0,0,0,18,28482530.0
NEBRASKA,Winter Weather,2016,0,0,0,0,0,0,10,880000.0
NEBRASKA,Winter Weather,2017,0,0,0,0,0,0,26,53813000.0
NEBRASKA,Winter Weather,2018,0,0,0,0,1,1,38,29625370.0
NEBRASKA,Winter Weather,2019,0,0,0,0,1,1,22,8957810.0
NEBRASKA,Winter Weather,2020,0,0,0,0,0,0,39,10665530.0
NEBRASKA,Winter Weather,2021,0,0,0,0,0,0,27,6363000.0
NEBRASKA,Winter Weather,2022,0,0,0,0,0,0,13,3067750.0
NEVADA,Flash Flood,1996,1,1,0,0,0,0,4,300250.0
NEVADA,Flash Flood,1997,3,6,1,1,0,0,8,30257750.0
NEVADA,Flash Flood,1998,1,1,1,1,0,0,6,600000.0
NEVADA,Flash Flood,1999,0,0,1,1,0,0,5,28000030.0
NEVADA,Flash Flood,2000,0,0,0,0,0,0,3,525000.0
NEVADA,Flash Flood,2001,0,0,0,0,0,0,3,277500.0
NEVADA,Flash Flood,2002,1,1,1,1,0,0,4,300250.0
NEVADA,Flash Flood,2003,0,0,0,0,0,0,6,60000.0
NEVADA,Flash Flood,2004,0,0,0,0,0,0,5,1025000.0
NEVADA,Flash Flood,2005,0,0,0,0,0,0,7,107500.0
NEVADA,Flash Flood,2006,1,2,0,0,0,0,0,0.0
NEVADA,Flash Flood,2007,0,0,0,0,0,0,3,525000.0
NEVADA,Flash Flood,2008,0,0,0,0,0,0,3,2550000.0
NEVADA,Flash Flood,2009,0,0,0,0,0,0,3,525000.0
NEVADA,Flash Flood,2010,0,0,0,0,0,0,15,5677590.0
NEVADA,Flash Flood,2011,1,1,0,0,0,0,3,525000.0
NEVADA,Flash Flood,2012,0,0,2,2,0,0,8,355030.0
NEVADA,Flash Flood,2013,0,0,0,0,0,0,7,25055280.0
NEVADA,Flash Flood,2014,1,1,0,0,0,0,32,10562750.0
NEVADA,Flash Flood,2015,0,0,0,0,0,0,15,3862500.0
NEVADA,Flash Flood,2016,1,1,1,1,1,1,4,100000.0
NEVADA,Flash Flood,2017,0,0,1,1,0,0,4,527500.0
NEVADA,Flash Flood,2018,0,0,0,0,0,0,6,552530.0
NEVADA,Flash Flood,2019,0,0,0,0,0,0,2,275000.0
NEVADA,Flash Flood,2020,0,0,0,0,0,0,0,0.0
NEVADA,Flash Flood,2021,0,0,0,0,0,0,3,25500.0
NEVADA,Flash Flood,2022,0,0,0,0,0,0,6,780000.0
NEVADA,Flood,1996,0,0,0,0,0,0,0,0.0
NEVADA,Flood,1997,1,50,1,2,0,0,3,5030.0
NEVADA,Flood,1998,0,0,0,0,0,0,1,250000.0
NEVADA,Flood,1999,1,1,0,0,0,0,1,25000.0
NEVADA,Flood,2000,0,0,0,0,0,0,1,25000.0
NEVADA,Flood,2002,0,0,0,0,0,0,1,2500.0
NEVADA,Flood,2003,0,0,0,0,0,0,0,0.0
NEVADA,Flood,2004,0,0,0,0,0,0,1,25000.0
NEVADA,Flood,2005,0,0,0,0,0,0,6,532500.0
NEVADA,Flood,2006,0,0,0,0,0,0,1,250.0
NEVADA,Flood,2008,0,0,0,0,0,0,0,0.0
NEVADA,Flood,2010,0,0,0,0,0,0,2,50000.0
NEVADA,Flood,2011,0,0,0,0,0,0,0,0.0
NEVADA,Flood,2014,0,0,0,0,0,0,1,25000.0
NEVADA,Flood,2015,0,0,0,0,0,0,0,0.0
NEVADA,Flood,2016,0,0,0,0,0,0,1,2500.0
NEVADA,Flood,2017,0,0,0,0,0,0,3,525000.0
NEVADA,Flood,2018,0,0,0,0,0,0,1,2500.0
NEVADA,Flood,2019,0,0,0,0,0,0,0,0.0
NEVADA,Flood,2021,0,0,0,0,0,0,2,2530.0
NEVADA,Hail,1957,0,0,0,0,0,0,1,250000.0
NEVADA,Hail,1958,0,0,0,0,0,0,1,250000.0
NEVADA,Hail,1961,0,0,0,0,0,0,1,250000.0
NEVADA,Hail,1965,0,0,0,0,0,0,1,25000.0
NEVADA,Hail,1967,0,0,0,0,0,0,1,250000.0
NEVADA,Hail,1969,0,0,0,0,0,0,1,2500.0
NEVADA,Hail,1970,0,0,0,0,0,0,3,52500.0
NEVADA,Hail,1976,0,0,0,0,0,0,2,500000.0
NEVADA,Hail,1977,0,0,0,0,0,0,1,250000.0
NEVADA,Hail,1979,0,0,0,0,0,0,3,525000.0
NEVADA,Hail,1980,0,0,0,0,0,0,2,250250.0
NEVADA,Hail,1981,0,0,0,0,0,0,3,5250000.0
NEVADA,Hail,1982,0,0,0,0,0,0,1,2500.0
NEVADA,Hail,1983,0,0,0,0,0,0,0,0.0
NEVADA,Hail,1984,0,0,0,0,0,0,3,5200000.0
NEVADA,Hail,1985,0,0,0,0,0,0,0,0.0
NEVADA,Hail,1986,0,0,0,0,0,0,2,2750.0
NEVADA,Hail,1987,0,0,0,0,0,0,2,250250.0
NEVADA,Hail,1988,0,0,0,0,0,0,3,750000.0
NEVADA,Hail,1989,0,0,0,0,0,0,0,0.0
NEVADA,Hail,1990,0,0,0,0,0,0,1,25000.0
NEVADA,Hail,1991,0,0,0,0,0,0,1,2500.0
NEVADA,Hail,1992,0,0,0,0,0,0,2,2502500.0
NEVADA,Hail,1993,0,0,0,0,0,0,4,277530.0
NEVADA,Hail,1994,0,0,0,0,0,0,2,250250.0
NEVADA,Hail,1995,0,0,1,1,0,0,5,575000.0
NEVADA,Hail,1996,0,0,0,0,0,0,0,0.0
NEVADA,Hail,1997,0,0,0,0,0,0,5,53000.0
NEVADA,Hail,1998,1,1,0,0,0,0,3,50250.0
NEVADA,Hail,1999,0,0,0,0,0,0,2,250250.0
NEVADA,Hail,2000,0,0,0,0,0,0,1,250000.0
NEVADA,Hail,2001,0,0,0,0,0,0,1,250000.0
NEVADA,Hail,2002,0,0,0,0,0,0,2,275000.0
NEVADA,Hail,2003,0,0,0,0,0,0,1,25000.0
NEVADA,Hail,2004,0,0,0,0,0,0,4,2777500.0
NEVADA,Hail,2005,0,0,0,0,0,0,2,275000.0
NEVADA,Hail,2006,0,0,0,0,0,0,0,0.0
NEVADA,Hail,2007,0,0,0,0,0,0,0,0.0
NEVADA,Hail,2008,1,2,1,1,0,0,3,275030.0
NEVADA,Hail,2009,0,0,0,0,0,0,4,2530000.0
NEVADA,Hail,2010,0,0,0,0,0,0,1,25000.0
NEVADA,Hail,2011,0,0,0,0,0,0,1,25000.0
NEVADA,Hail,2012,0,0,0,0,0,0,3,52500.0
NEVADA,Hail,2013,0,0,0,0,0,0,3,25252500.0
NEVADA,Hail,2014,0,0,0,0,0,0,12,53280750.0
NEVADA,Hail,2015,0,0,0,0,0,0,4,280000.0
NEVADA,Hail,2016,0,0,0,0,0,0,5,30280.0
NEVADA,Hail,2017,0,0,0,0,0,0,1,25000.0
NEVADA,Hail,2018,0,0,0,0,0,0,1,2500.0
NEVADA,Hail,2019,0,0,0,0,0,0,0,0.0
NEVADA,Hail,2020,0,0,0,0,0,0,0,0.0
NEVADA,Hail,2021,0,0,0,0,0,0,1,25000.0
NEVADA,Heavy Snow,1996,1,2,0,0,0,0,12,837750.0
NEVADA,Heavy Snow,1997,0,0,0,0,0,0,6,105000.0
NEVADA,Heavy Snow,1998,0,0,0,0,0,0,28,8313780.0
NEVADA,Heavy Snow,1999,0,0,0,0,0,0,16,28405310.0
NEVADA,Heavy Snow,2000,0,0,0,0,0,0,12,680250.0
NEVADA,Heavy Snow,2001,0,0,0,0,0,0,27,6788030.0
NEVADA,Heavy Snow,2002,0,0,0,0,0,0,21,1512530.0
NEVADA,Heavy Snow,2003,0,0,0,0,0,0,7,332500.0
NEVADA,Heavy Snow,2004,0,0,0,0,0,0,34,1648310.0
NEVADA,Heavy Snow,2005,0,0,0,0,0,0,14,30677530.0
NEVADA,Heavy Snow,2006,1,2,0,0,0,0,13,635060.0
NEVADA,Heavy Snow,2007,0,0,0,0,0,0,10,3282780.0
NEVADA,Heavy Snow,2008,0,0,0,0,0,0,15,8430000.0
NEVADA,Heavy Snow,2009,0,0,0,0,0,0,18,6112810.0
NEVADA,Heavy Snow,2010,0,0,0,0,0,0,4,2527530.0
NEVADA,Heavy Snow,2011,0,0,0,0,0,0,5,2802500.0
NEVADA,Heavy Snow,2012,0,0,0,0,0,0,16,690250.0
NEVADA,Heavy Snow,2013,0,0,0,0,0,0,5,505030.0
NEVADA,Heavy Snow,2014,0,0,0,0,0,0,2,50000.0
NEVADA,Heavy Snow,2015,0,0,0,0,0,0,6,532500.0
NEVADA,Heavy Snow,2016,0,0,0,0,0,0,8,310030.0
NEVADA,Heavy Snow,2017,0,0,0,0,0,0,8,2605250.0
NEVADA,Heavy Snow,2018,0,0,0,0,0,0,21,700280.0
NEVADA,Heavy Snow,2019,0,0,0,0,0,0,34,6942560.0
NEVADA,Heavy Snow,2020,0,0,0,0,0,0,3,27530.0
NEVADA,Heavy Snow,2021,0,0,0,0,0,0,18,4205250.0
NEVADA,Heavy Snow,2022,0,0,0,0,0,0,7,3055000.0
NEVADA,High Wind,1996,1,2,0,0,0,0,13,682530.0
NEVADA,High Wind,1997,0,0,0,0,0,0,6,325500.0
NEVADA,High Wind,1998,2,2,0,0,0,0,18,5710500.0
NEVADA,High Wind,1999,1,1,0,0,0,0,16,935280.0
NEVADA,High Wind,2000,0,0,0,0,0,0,13,3112530.0
NEVADA,High Wind,2001,1,1,0,0,0,0,9,2877530.0
NEVADA,High Wind,2002,3,11,2,2,0,0,43,12760840.0
NEVADA,High Wind,2003,1,1,0,0,0,0,12,53107500.0
NEVADA,High Wind,2004,1,2,0,0,0,0,30,29050500.0
NEVADA,High Wind,2005,2,2,1,1,0,0,12,207750.0
NEVADA,High Wind,2006,1,2,0,0,0,0,26,11483530.0
NEVADA,High Wind,2007,0,0,0,0,0,0,4,525250.0
NEVADA,High Wind,2008,0,0,0,0,0,0,43,29454030.0
NEVADA,High Wind,2009,0,0,0,0,0,0,19,8482530.0
NEVADA,High Wind,2010,1,2,0,0,0,0,17,8360310.0
NEVADA,High Wind,2011,2,5,0,0,0,0,14,8378000.0
NEVADA,High Wind,2012,1,3,0,0,0,0,27,14915030.0
NEVADA,High Wind,2013,0,0,0,0,0,0,2,27500.0
NEVADA,High Wind,2014,0,0,1,1,0,0,10,3127530.0
NEVADA,High Wind,2015,1,1,0,0,0,0,6,305030.0
NEVADA,High Wind,2016,1,1,0,0,0,0,7,3100000.0
NEVADA,High Wind,2017,0,0,0,0,0,0,21,10735280.0
NEVADA,High Wind,2018,0,0,0,0,0,0,22,1042750.0
NEVADA,High Wind,2019,0,0,0,0,0,0,19,1438000.0
NEVADA,High Wind,2020,0,0,0,0,0,0,48,7081060.0
NEVADA,High Wind,2021,0,0,0,0,0,0,23,2010060.0
NEVADA,High Wind,2022,0,0,0,0,0,0,80,43959590.0
NEVADA,Thunderstorm Wind,1959,0,0,0,0,0,0,4,775000.0
NEVADA,Thunderstorm Wind,1961,0,0,0,0,0,0,3,277500.0
NEVADA,Thunderstorm Wind,1963,0,0,0,0,0,0,0,0.0
NEVADA,Thunderstorm Wind,1964,0,0,0,0,0,0,2,27500.0
NEVADA,Thunderstorm Wind,1965,0,0,0,0,0,0,2,500000.0
NEVADA,Thunderstorm Wind,1966,0,0,0,0,0,0,1,2500.0
NEVADA,Thunderstorm Wind,1968,0,0,0,0,0,0,1,2500.0
NEVADA,Thunderstorm Wind,1969,0,0,0,0,0,0,2,25250.0
NEVADA,Thunderstorm Wind,1970,0,0,0,0,0,0,2,5000.0
NEVADA,Thunderstorm Wind,1971,0,0,0,0,0,0,1,2500.0
NEVADA,Thunderstorm Wind,1972,0,0,0,0,0,0,4,52750.0
NEVADA,Thunderstorm Wind,1973,0,0,0,0,0,0,6,285000.0
NEVADA,Thunderstorm Wind,1974,0,0,0,0,0,0,2,50000.0
NEVADA,Thunderstorm Wind,1975,0,0,0,0,0,0,3,52500.0
NEVADA,Thunderstorm Wind,1976,0,0,0,0,0,0,9,1327500.0
NEVADA,Thunderstorm Wind,1977,0,0,0,0,0,0,3,300000.0
NEVADA,Thunderstorm Wind,1978,0,0,0,0,0,0,5,552500.0
NEVADA,Thunderstorm Wind,1979,0,0,0,0,0,0,2,27500.0
NEVADA,Thunderstorm Wind,1980,0,0,0,0,0,0,2,252500.0
NEVADA,Thunderstorm Wind,1981,0,0,0,0,0,0,3,7500000.0
NEVADA,Thunderstorm Wind,1982,0,0,0,0,0,0,0,0.0
NEVADA,Thunderstorm Wind,1983,0,0,0,0,0,0,0,0.0
NEVADA,Thunderstorm Wind,1984,0,0,0,0,0,0,9,2580750.0
NEVADA,Thunderstorm Wind,1985,0,0,2,3,0,0,9,1125000.0
NEVADA,Thunderstorm Wind,1986,0,0,0,0,0,0,6,277810.0
NEVADA,Thunderstorm Wind,1987,0,0,0,0,0,0,5,477530.0
NEVADA,Thunderstorm Wind,1988,0,0,0,0,0,0,3,750000.0
NEVADA,Thunderstorm Wind,1989,0,0,0,0,0,0,0,0.0
NEVADA,Thunderstorm Wind,1990,1,1,1,1,0,0,1,25000.0
NEVADA,Thunderstorm Wind,1991,0,0,0,0,0,0,0,0.0
NEVADA,Thunderstorm Wind,1992,0,0,0,0,0,0,4,55000.0
NEVADA,Thunderstorm Wind,1993,0,0,0,0,0,0,2,500000.0
NEVADA,Thunderstorm Wind,1994,1,10,0,0,0,0,2,50000.0
NEVADA,Thunderstorm Wind,1995,0,0,0,0,0,0,2,50000.0
NEVADA,Thunderstorm Wind,1996,0,0,0,0,0,0,4,5027500.0
NEVADA,Thunderstorm Wind,1997,0,0,0,0,0,0,5,800000.0
NEVADA,Thunderstorm Wind,1998,1,1,0,0,0,0,10,577840.0
NEVADA,Thunderstorm Wind,1999,0,0,0,0,0,0,3,52500.0
NEVADA,Thunderstorm Wind,2000,0,0,0,0,0,0,1,25000.0
NEVADA,Thunderstorm Wind,2001,0,0,0,0,0,0,2,5000.0
NEVADA,Thunderstorm Wind,2002,1,1,0,0,0,0,12,1380000.0
NEVADA,Thunderstorm Wind,2003,1,2,0,0,0,0,7,325750.0
NEVADA,Thunderstorm Wind,2004,0,0,0,0,0,0,5,3027500.0
NEVADA,Thunderstorm Wind,2005,0,0,0,0,0,0,1,30.0
NEVADA,Thunderstorm Wind,2006,0,0,0,0,0,0,4,7750.0
NEVADA,Thunderstorm Wind,2007,0,0,0,0,0,0,4,277750.0
NEVADA,Thunderstorm Wind,2008,0,0,0,0,0,0,5,28250.0
NEVADA,Thunderstorm Wind,2009,0,0,0,0,0,0,7,2803000.0
NEVADA,Thunderstorm Wind,2010,0,0,0,0,0,0,6,25800000.0
NEVADA,Thunderstorm Wind,2011,1,1,0,0,0,0,1,2500.0
NEVADA,Thunderstorm Wind,2012,1,8,0,0,0,0,7,580000.0
NEVADA,Thunderstorm Wind,2013,0,0,0,0,0,0,12,3332780.0
NEVADA,Thunderstorm Wind,2014,0,0,0,0,0,0,15,955060.0
NEVADA,Thunderstorm Wind,2015,0,0,0,0,0,0,10,385000.0
NEVADA,Thunderstorm Wind,2016,0,0,0,0,0,0,4,302500.0
NEVADA,Thunderstorm Wind,2017,0,0,0,0,1,1,10,3355000.0
NEVADA,Thunderstorm Wind,2018,0,0,0,0,0,0,9,25352780.0
NEVADA,Thunderstorm Wind,2019,0,0,0,0,0,0,0,0.0
NEVADA,Thunderstorm Wind,2020,0,0,0,0,0,0,3,5025000.0
NEVADA,Thunderstorm Wind,2021,0,0,0,0,0,0,9,30532500.0
NEVADA,Thunderstorm Wind,2022,0,0,0,0,0,0,15,1158000.0
NEVADA,Tornado,1962,0,0,0,0,0,0,1,25000.0
NEVADA,Tornado,1964,1,1,0,0,0,0,3,500250.0
NEVADA,Tornado,1967,0,0,0,0,0,0,2,252500.0
NEVADA,Tornado,1970,0,0,0,0,0,0,1,2500.0
NEVADA,Tornado,1971,0,0,0,0,0,0,1,2500.0
NEVADA,Tornado,1973,1,1,0,0,0,0,2,27500.0
NEVADA,Tornado,1974,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1975,0,0,0,0,0,0,2,2750.0
NEVADA,Tornado,1977,0,0,0,0,0,0,2,275000.0
NEVADA,Tornado,1979,0,0,0,0,0,0,1,250000.0
NEVADA,Tornado,1982,0,0,0,0,0,0,1,2500.0
NEVADA,Tornado,1983,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1984,0,0,0,0,0,0,1,2500000.0
NEVADA,Tornado,1986,0,0,0,0,0,0,1,25000.0
NEVADA,Tornado,1987,0,0,0,0,0,0,4,2525280.0
NEVADA,Tornado,1988,0,0,0,0,0,0,2,50000.0
NEVADA,Tornado,1989,0,0,0,0,0,0,1,25000.0
NEVADA,Tornado,1990,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1991,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1992,0,0,0,0,0,0,1,25000.0
NEVADA,Tornado,1993,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1994,0,0,0,0,0,0,1,2500.0
NEVADA,Tornado,1995,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1996,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1997,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,1998,0,0,0,0,0,0,3,30000.0
NEVADA,Tornado,1999,0,0,0,0,0,0,1,25000.0
NEVADA,Tornado,2000,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2001,0,0,0,0,0,0,1,25000.0
NEVADA,Tornado,2002,0,0,0,0,0,0,1,250000.0
NEVADA,Tornado,2003,0,0,0,0,0,0,2,27500.0
NEVADA,Tornado,2004,0,0,0,0,0,0,1,2500.0
NEVADA,Tornado,2005,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2006,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2009,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2011,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2012,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2014,0,0,0,0,0,0,1,2500000.0
NEVADA,Tornado,2015,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2017,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2018,0,0,0,0,0,0,1,25000.0
NEVADA,Tornado,2019,0,0,0,0,0,0,0,0.0
NEVADA,Tornado,2021,0,0,0,0,0,0,1,2500000.0
NEVADA,Winter Storm,1996,0,0,0,0,0,0,1,25000.0
NEVADA,Winter Storm,1997,0,0,0,0,0,0,0,0.0
NEVADA,Winter Storm,1998,1,10,1,1,0,0,0,0.0
NEVADA,Winter Storm,2001,0,0,0,0,0,0,3,500250.0
NEVADA,Winter Storm,2002,0,0,1,2,0,0,0,0.0
NEVADA,Winter Storm,2003,0,0,0,0,0,0,0,0.0
NEVADA,Winter Storm,2004,0,0,0,0,0,0,0,0.0
NEVADA,Winter Storm,2005,0,0,0,0,0,0,2,50000.0
NEVADA,Winter Storm,2006,1,6,1,1,0,0,1,25000000.0
NEVADA,Winter Storm,2008,0,0,0,0,0,0,10,877750.0
NEVADA,Winter Storm,2009,0,0,0,0,0,0,6,60000.0
NEVADA,Winter Storm,2010,0,0,0,0,0,0,2,252500.0
NEVADA,Winter Storm,2011,0,0,0,0,0,0,1,25000.0
NEVADA,Winter Storm,2012,0,0,0,0,0,0,0,0.0
NEVADA,Winter Storm,2014,0,0,0,0,0,0,0,0.0
NEVADA,Winter Storm,2016,0,0,0,0,0,0,2,5000000.0
NEVADA,Winter Storm,2018,0,0,0,0,0,0,6,307500.0
NEVADA,Winter Storm,2021,0,0,0,0,0,0,1,250.0
NEVADA,Winter Storm,2022,1,3,0,0,0,0,2,2502500.0
NEVADA,Winter Weather,2002,0,0,1,1,0,0,0,0.0
NEVADA,Winter Weather,2003,0,0,0,0,0,0,2,252500.0
NEVADA,Winter Weather,2007,0,0,0,0,0,0,0,0.0
NEVADA,Winter Weather,2008,0,0,0,0,0,0,0,0.0
NEVADA,Winter Weather,2009,0,0,0,0,1,2,3,525000.0
NEVADA,Winter Weather,2010,0,0,0,0,1,1,4,280000.0
NEVADA,Winter Weather,2011,0,0,0,0,0,0,1,25000.0
NEVADA,Winter Weather,2012,0,0,0,0,0,0,1,30.0
NEVADA,Winter Weather,2013,0,0,0,0,0,0,0,0.0
NEVADA,Winter Weather,2014,0,0,0,0,0,0,0,0.0
NEVADA,Winter Weather,2015,0,0,0,0,1,1,0,0.0
NEVADA,Winter Weather,2016,0,0,0,0,0,0,2,5000000.0
NEVADA,Winter Weather,2017,0,0,0,0,0,0,0,0.0
NEVADA,Winter Weather,2018,0,0,0,0,0,0,2,2750.0
NEVADA,Winter Weather,2019,0,0,0,0,0,0,4,77500.0
NEVADA,Winter Weather,2020,0,0,0,0,0,0,4,25052500.0
NEVADA,Winter Weather,2021,0,0,0,0,0,0,4,275280.0
NEVADA,Winter Weather,2022,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Drought,1999,0,0,0,0,0,0,10,535530.0
NEW HAMPSHIRE,Drought,2001,0,0,0,0,0,0,17,1885250.0
NEW HAMPSHIRE,Drought,2020,0,0,0,0,0,0,11,3107750.0
NEW HAMPSHIRE,Drought,2021,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flash Flood,1996,0,0,1,1,0,0,8,850250.0
NEW HAMPSHIRE,Flash Flood,1997,0,0,0,0,0,0,1,30.0
NEW HAMPSHIRE,Flash Flood,1998,1,1,1,1,0,0,5,282500.0
NEW HAMPSHIRE,Flash Flood,1999,0,0,0,0,0,0,3,30000.0
NEW HAMPSHIRE,Flash Flood,2000,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flash Flood,2001,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flash Flood,2002,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Flash Flood,2003,1,1,0,0,0,0,2,50000.0
NEW HAMPSHIRE,Flash Flood,2004,0,0,0,0,0,0,2,25250.0
NEW HAMPSHIRE,Flash Flood,2005,1,1,1,2,0,0,1,25000.0
NEW HAMPSHIRE,Flash Flood,2006,0,0,0,0,0,0,1,2500.0
NEW HAMPSHIRE,Flash Flood,2008,1,2,1,1,0,0,4,2505250.0
NEW HAMPSHIRE,Flash Flood,2009,0,0,0,0,0,0,3,300000.0
NEW HAMPSHIRE,Flash Flood,2010,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flash Flood,2011,0,0,0,0,0,0,9,8302500.0
NEW HAMPSHIRE,Flash Flood,2012,0,0,0,0,0,0,2,275000.0
NEW HAMPSHIRE,Flash Flood,2013,0,0,0,0,0,0,3,255000.0
NEW HAMPSHIRE,Flash Flood,2014,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flash Flood,2015,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flash Flood,2016,0,0,0,0,0,0,1,250000.0
NEW HAMPSHIRE,Flash Flood,2017,0,0,0,0,0,0,8,3057500.0
NEW HAMPSHIRE,Flash Flood,2018,0,0,0,0,0,0,2,2525000.0
NEW HAMPSHIRE,Flash Flood,2019,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flash Flood,2020,0,0,0,0,0,0,1,2500.0
NEW HAMPSHIRE,Flash Flood,2021,1,1,0,0,0,0,3,52500.0
NEW HAMPSHIRE,Flood,1996,0,0,0,0,0,0,8,602530.0
NEW HAMPSHIRE,Flood,1997,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flood,1998,0,0,0,0,0,0,2,250250.0
NEW HAMPSHIRE,Flood,1999,0,0,0,0,0,0,2,2502500.0
NEW HAMPSHIRE,Flood,2000,0,0,0,0,0,0,2,5000.0
NEW HAMPSHIRE,Flood,2001,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flood,2002,0,0,0,0,0,0,2,5000.0
NEW HAMPSHIRE,Flood,2003,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Flood,2004,0,0,0,0,0,0,1,2500.0
NEW HAMPSHIRE,Flood,2005,0,0,1,2,0,0,20,56165000.0
NEW HAMPSHIRE,Flood,2006,0,0,0,0,0,0,16,6128500.0
NEW HAMPSHIRE,Flood,2007,0,0,0,0,0,0,3,277500.0
NEW HAMPSHIRE,Flood,2008,0,0,0,0,0,0,10,3327780.0
NEW HAMPSHIRE,Flood,2009,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Flood,2010,0,0,0,0,0,0,12,5808000.0
NEW HAMPSHIRE,Flood,2011,0,0,0,0,0,0,15,3632560.0
NEW HAMPSHIRE,Flood,2012,0,0,0,0,0,0,4,77500.0
NEW HAMPSHIRE,Flood,2013,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flood,2014,0,0,0,0,0,0,13,5112780.0
NEW HAMPSHIRE,Flood,2015,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Flood,2016,0,0,0,0,0,0,1,30.0
NEW HAMPSHIRE,Flood,2017,0,0,0,0,0,0,4,325000.0
NEW HAMPSHIRE,Flood,2018,0,0,0,0,0,0,5,525280.0
NEW HAMPSHIRE,Flood,2019,0,0,0,0,0,0,3,275030.0
NEW HAMPSHIRE,Flood,2020,0,0,0,0,0,0,3,300000.0
NEW HAMPSHIRE,Flood,2021,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Flood,2022,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Hail,1955,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Hail,1957,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Hail,1962,0,0,0,0,0,0,5,52560.0
NEW HAMPSHIRE,Hail,1963,0,0,0,0,0,0,3,205000.0
NEW HAMPSHIRE,Hail,1964,0,0,0,0,0,0,2,5000.0
NEW HAMPSHIRE,Hail,1965,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Hail,1966,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Hail,1967,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Hail,1968,0,0,0,0,0,0,3,25002750.0
NEW HAMPSHIRE,Hail,1969,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Hail,1970,0,0,0,0,0,0,2,252500.0
NEW HAMPSHIRE,Hail,1973,0,0,0,0,0,0,5,32750.0
NEW HAMPSHIRE,Hail,1975,0,0,0,0,0,0,3,275250.0
NEW HAMPSHIRE,Hail,1976,0,0,0,0,0,0,3,30000.0
NEW HAMPSHIRE,Hail,1977,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Hail,1978,0,0,0,0,0,0,0,0.0
NEW HAMPSHIRE,Hail,1979,0,0,0,0,0,0,1,25000.0
NEW HAMPSHIRE,Hail,1980,0,0,0,0,0,0,2,50000.0
NEW HAMPSHIRE,Hail,1981,0,0,0,0,0,0,3,25252500.0
